id,Nombre,Posicion,Edad,PJ Sel,Club,year,Seleccion
1560,siyabonga nomvethe,DEL,32,76,moroka swallows,2010,SOA
1561,siyabonga sangweni,DEF,28,8,golden arrows,2010,SOA
1562,steven pienaar,MED,28,50,everton,2010,SOA
1563,surprise moriri,MED,30,34,mamelodi sundowns,2010,SOA
1564,teko modise,MED,27,52,orlando pirates,2010,SOA
1565,thanduyise khuboni,MED,24,9,golden arrows,2010,SOA
1566,tsepo masilela,DEF,25,30,maccabi haifa,2010,SOA
1567,vasili berezutski,DEL,,,guangzhou,2014,SOA
1568,viktor faizulin,CEN,,,zenit san petersburgo,2014,SOA
1569,vladimir granat,DEF,,,dinamo moscu,2014,SOA
1570,yuri lodyguin,POR,,,zenit san petersburgo,2014,SOA
1571,yuri zhirkov,CEN,,,dinamo moscu,2014,SOA
1572,ahn jung-hwan,DEL,34,71,dalian shide,2010,SOK
1573,cha du-ri,DEF,29,47,sc freiburgo,2010,SOK
1574,cho hyun-woo,POR,26,6,daegu fc,2018,SOK
1575,cho yong-hyung,DEF,26,32,jeju united fc,2010,SOK
1576,go yo-han,DEF,30,20,fc seoul,2018,SOK
1577,ha dae-sung,CEN,29,,beijing guoan,2014,SOK
1578,han kook-young,CEN,24,,kashiwa reysol,2014,SOK
1579,hong chul,DEF,27,14,sangju sangmu,2018,SOK
1580,hong jeong-ho,DEF,24,,augsburgo,2014,SOK
1581,hong myung-bo,DT,,,,2014,SOK
1582,huh jung-moo,DT,,,,2010,SOK
1583,hwang hee-chan,DEL,22,14,red bull salzburg,2018,SOK
1584,hwang seok-ho,DEF,24,,sanfrecce hiroshima,2014,SOK
1585,jang hyun-soo,DEF,26,51,fc tokyo,2018,SOK
1586,ji dong-won,CEN,23,,augsburgo,2014,SOK
1587,ju se-jong,MED,27,11,ansan mugunghwa,2018,SOK
1588,jung seung-hyun,DEF,24,6,sagan tosu,2018,SOK
1589,jung sung-ryong,POR,25,16,seongnam ilhwa chunma,2010,SOK
1589,jung sung-ryong,POR,29,,suwon bluewings,2014,SOK
1590,jung woo-young,MED,28,30,vissel kobe,2018,SOK
1591,kang min-soo,DEF,24,31,suwon bluewings,2010,SOK
1592,ki sung-yueng,MED,21,22,celtic fc,2010,SOK
1592,ki sung-yueng,CEN,25,,sunderland,2014,SOK
1592,ki sung-yueng,MED,29,102,swansea city,2018,SOK
1593,kim bo-kyung,MED,20,6,oita trinita,2010,SOK
1593,kim bo-kyung,CEN,24,,cardiff city,2014,SOK
1594,kim chang-soo,DEF,28,,kashiwa reysol,2014,SOK
1595,kim dong-jin,DEF,28,61,ulsan hyundai,2010,SOK
1596,kim hyung-il,DEF,26,2,pohang steelers,2010,SOK
1597,kim jae-sung,MED,26,8,pohang steelers,2010,SOK
1598,kim jin-hyeon,POR,30,15,cerezo osaka,2018,SOK
1599,kim jung-woo,MED,28,57,gwangju sangmu fc,2010,SOK
1600,kim min-woo,DEF,28,20,sangju sangmu,2018,SOK
1601,kim nam-il,MED,33,93,fc tom tomsk,2010,SOK
1602,kim seung-gyu,POR,23,,ulsan hyundai,2014,SOK
1602,kim seung-gyu,POR,27,33,vissel kobe,2018,SOK
1603,kim shin-wook,DEL,26,,ulsan hyundai,2014,SOK
1603,kim shin-wook,DEL,30,50,jeonbuk hyundai motors,2018,SOK
1604,kim young-gwon,DEF,24,,guangzhou evergrande,2014,SOK
1604,kim young-gwon,DEF,28,53,guangzhou evergrande,2018,SOK
1605,kim young-kwang,POR,26,14,ulsan hyundai,2010,SOK
1606,koo ja-cheol,DEL,25,,maguncia 05,2014,SOK
1606,koo ja-cheol,MED,29,68,fc augsburg,2018,SOK
1607,kwak tae-hwi,DEF,32,,al-hilal,2014,SOK
1608,lee bum-young,POR,25,,busan i'park,2014,SOK
1609,lee chung-yong,MED,21,24,bolton wanderers fc,2010,SOK
1609,lee chung-yong,CEN,25,,bolton wanderers,2014,SOK
1610,lee dong-gook,DEL,31,83,jeonbuk motors,2010,SOK
1611,lee jae-sung,MED,25,35,jeonbuk hyundai motors,2018,SOK
1612,lee jung-soo,DEF,30,25,kashima antlers,2010,SOK
1613,lee keun-ho,DEL,29,,sangju sangmu,2014,SOK
1614,lee seung-woo,MED,20,4,hellas verona,2018,SOK
1615,lee seung-yeoul,DEL,21,8,fc seoul,2010,SOK
1616,lee woon-jae,POR,37,130,suwon bluewings,2010,SOK
1617,lee yong,DEF,27,,ulsan hyundai,2014,SOK
1617,lee yong,DEF,31,28,jeonbuk hyundai motors,2018,SOK
1618,lee young-pyo,DEF,33,113,al hilal,2010,SOK
1619,moon seon-min,MED,26,3,incheon united,2018,SOK
1620,oh ban-suk,DEF,30,2,jeju united,2018,SOK
1621,oh beom-seok,DEF,25,38,ulsan hyundai,2010,SOK
1622,park chu-young,DEL,24,41,as monaco,2010,SOK
1622,park chu-young,DEL,28,,watford,2014,SOK
1623,park ji-sung,MED,29,88,manchester united,2010,SOK
1624,park jong-woo,CEN,25,,guangzhou r&f,2014,SOK
1625,park joo-ho,DEF,27,,1. fsv maguncia 05,2014,SOK
1625,park joo-ho,DEF,31,36,ulsan hyundai,2018,SOK
1626,shin tae-yong,DT,,,,2018,SOK
1627,son heung-min,CEN,21,,bayer leverkusen,2014,SOK
1627,son heung-min,DEL,25,67,tottenham hotspur,2018,SOK
1628,yeom ki-hun,MED,27,35,suwon bluewings,2010,SOK
1629,yun suk-young,DEF,24,,queens park rangers,2014,SOK
1630,yun young-sun,DEF,29,6,seongnam fc,2018,SOK
1631,alvaro arbeloa,DEF,27,13,real madrid,2010,SPA
1632,alvaro odriozola,DEF,22,4,real sociedad,2018,SPA
1633,andres iniesta,MED,26,40,barcelona,2010,SPA
1633,andres iniesta,CEN,30,97,barcelona,2014,SPA
1633,andres iniesta,MED,32,127,barcelona,2018,SPA
1634,carles puyol,DEF,32,81,barcelona,2010,SPA
1635,carlos marchena,DEF,30,56,valencia,2010,SPA
1636,cesar azpilicueta,DEF,24,6,chelsea,2014,SPA
1636,cesar azpilicueta,DEF,28,22,chelsea,2018,SPA
1637,cesc fàbregas,MED,23,48,arsenal,2010,SPA
1637,cesc fàbregas,CEN,27,89,barcelona,2014,SPA
1638,dani carvajal,DEF,26,15,real madrid,2018,SPA
1639,david de gea,POR,23,1,manchester united,2014,SPA
1639,david de gea,POR,27,29,manchester united,2018,SPA
1640,david silva,MED,24,33,valencia,2010,SPA
1640,david silva,CEN,28,80,manchester city,2014,SPA
1640,david silva,DEL,32,121,manchester city,2018,SPA
1641,david villa,DEL,28,55,valencia,2010,SPA
1641,david villa,DEL,32,96,atletico de madrid,2014,SPA
1642,diego costa,DEL,25,2,atletico de madrid,2014,SPA
1642,diego costa,DEL,29,20,atletico de madrid,2018,SPA
1643,fernando hierro,DT,,,,2018,SPA
1644,fernando llorente,DEL,25,5,athletic club,2010,SPA
1645,fernando torres,DEL,26,72,liverpool,2010,SPA
1645,fernando torres,DEL,30,107,chelsea,2014,SPA
1646,gerard pique,DEF,23,14,barcelona,2010,SPA
1646,gerard pique,DEF,27,60,barcelona,2014,SPA
1646,gerard pique,DEF,31,98,barcelona,2018,SPA
1647,iago aspas,DEL,30,10,celta vigo,2018,SPA
1648,iker casillas,POR,29,102,real madrid,2010,SPA
1648,iker casillas,POR,33,154,real madrid,2014,SPA
1649,isco,MED,26,28,real madrid,2018,SPA
1650,javi martinez,MED,21,1,athletic club,2010,SPA
1650,javi martinez,DEF,25,17,bayern de munich,2014,SPA
1651,jesus navas,DEL,24,3,sevilla,2010,SPA
1652,joan capdevila,DEF,32,42,villarreal,2010,SPA
1653,jordi alba,DEF,25,26,barcelona,2014,SPA
1653,jordi alba,DEF,29,62,barcelona,2018,SPA
1654,juan mata,DEL,22,7,valencia,2010,SPA
1654,juan mata,CEN,26,33,manchester united,2014,SPA
1655,juanfran,DEF,29,8,atletico de madrid,2014,SPA
1656,kepa arrizabalaga,POR,23,1,athletic club,2018,SPA
1657,koke,CEN,22,8,atletico de madrid,2014,SPA
1657,koke,MED,26,40,atletico de madrid,2018,SPA
1658,lucas vazquez,DEL,26,7,real madrid,2018,SPA
1659,marco asensio,MED,22,12,real madrid,2018,SPA
1660,nacho fernandez,DEF,28,17,real madrid,2018,SPA
1661,nacho monreal,DEF,32,22,arsenal,2018,SPA
1662,pedro rodriguez,DEL,22,2,barcelona,2010,SPA
1662,pedro rodriguez,DEL,26,40,barcelona,2014,SPA
1663,pepe reina,POR,27,19,liverpool,2010,SPA
1663,pepe reina,POR,31,32,napoli,2014,SPA
1663,pepe reina,POR,35,36,napoli,2018,SPA
1664,raul albiol,DEF,24,22,real madrid,2010,SPA
1664,raul albiol,DEF,28,46,napoli,2014,SPA
1665,rodrigo,DEL,27,6,valencia,2018,SPA
1666,santi cazorla,CEN,29,64,arsenal,2014,SPA
1667,saul ñiguez,MED,23,10,atletico de madrid,2018,SPA
1668,sergio busquets,MED,21,11,barcelona,2010,SPA
1668,sergio busquets,CEN,25,66,barcelona,2014,SPA
1668,sergio busquets,MED,29,103,barcelona,2018,SPA
1669,sergio ramos,DEF,24,57,real madrid,2010,SPA
1669,sergio ramos,DEF,28,117,real madrid,2014,SPA
1669,sergio ramos,DEF,32,152,real madrid,2018,SPA
1670,thiago alcantara,MED,27,29,bayern de munich,2018,SPA
1671,vicente del bosque,DT,,,,2010,SPA
1671,vicente del bosque,DT,,,,2014,SPA
1672,victor valdes,POR,28,1,barcelona,2010,SPA
1673,xabi alonso,MED,28,66,real madrid,2010,SPA
1673,xabi alonso,CEN,32,111,real madrid,2014,SPA
1674,xavi hernandez,MED,30,84,barcelona,2010,SPA
1674,xavi hernandez,CEN,34,132,barcelona,2014,SPA
1675,adem ljajić,MED,26,29,torino,2018,SRB
1676,aleksandar kolarov,DEF,24,10,lazio,2010,SRB
1676,aleksandar kolarov,DEF,32,76,as roma,2018,SRB
1677,aleksandar luković,DEF,27,19,udinese,2010,SRB
1678,aleksandar mitrović,DEL,23,37,fulham,2018,SRB
1679,aleksandar prijović,DEL,28,9,paok salonica,2018,SRB
1680,andrija živković,MED,21,10,benfica,2018,SRB
1681,antonio rukavina,DEF,26,19,1860 munich,2010,SRB
1681,antonio rukavina,DEF,34,47,villarreal,2018,SRB
1682,anđelko đuričić,POR,29,1,união leiria,2010,SRB
1683,bojan isailović,POR,30,3,zagłębie lubin,2010,SRB
1684,branislav ivanović,DEF,26,29,chelsea,2010,SRB
1684,branislav ivanović,DEF,34,103,zenit saint petersburg,2018,SRB
1685,danko lazović,DEL,27,34,zenit san petersburgo,2010,SRB
1686,dejan stanković,CEN,31,86,inter de milan,2010,SRB
1687,dragan mrđa,DEL,26,3,vojvodina,2010,SRB
1688,dušan tadić,MED,29,53,southampton,2018,SRB
1689,duško tošić,DEF,33,24,beşiktaş,2018,SRB
1690,filip kostić,MED,25,23,hamburgo sv,2018,SRB
1691,gojko kačar,CEN,23,15,hertha berlin,2010,SRB
1692,ivan obradović,DEF,21,10,real zaragoza,2010,SRB
1693,luka jović,DEL,20,1,eintracht frankfurt,2018,SRB
1694,luka milivojević,MED,27,28,crystal palace,2018,SRB
1695,marko dmitrović,POR,26,2,eibar,2018,SRB
1696,marko grujić,MED,22,8,cardiff city,2018,SRB
1697,marko pantelić,DEL,31,29,ajax de amsterdam,2010,SRB
1698,milan jovanović,CEN,29,24,standard de lieja,2010,SRB
1699,milan rodić,DEF,27,1,estrella roja de belgrado,2018,SRB
1700,miloš krasić,CEN,25,29,cska moscu,2010,SRB
1701,miloš ninković,CEN,25,7,dinamo kiev,2010,SRB
1702,miloš veljković,DEF,22,2,werder bremen,2018,SRB
1703,mladen krstajić,DT,,,,2018,SRB
1704,nemanja matić,MED,29,40,manchester united,2018,SRB
1705,nemanja radonjić,DEL,22,3,estrella roja de belgrado,2018,SRB
1706,nemanja vidić,DEF,28,44,manchester united,2010,SRB
1707,nenad milijaš,CEN,27,15,wolverhampton wanderers,2010,SRB
1708,neven subotić,DEF,21,10,borussia dortmund,2010,SRB
1709,nikola milenković,DEF,20,3,fiorentina,2018,SRB
1710,nikola žigić,DEL,29,42,valencia,2010,SRB
1711,predrag rajković,POR,22,8,maccabi tel aviv,2018,SRB
1712,radomir antić,DT,,,,2010,SRB
1713,radosav petrović,CEN,21,6,partizan belgrado,2010,SRB
1714,sergej milinković-savić,MED,23,4,ss lazio,2018,SRB
1715,uroš spajić,DEF,25,5,rsc anderlecht,2018,SRB
1716,vladimir stojković,POR,26,30,wigan athletic,2010,SRB
1716,vladimir stojković,POR,34,81,partizan de belgrado,2018,SRB
1717,zdravko kuzmanović,CEN,22,25,stuttgart,2010,SRB
1718,zoran tošić,CEN,23,18,manchester united,2010,SRB
1719,albin ekdal,MED,28,34,hamburgo sv,2018,SUE
1720,andreas granqvist,DEF,33,72,krasnodar,2018,SUE
1721,emil forsberg,MED,26,36,rb leipzig,2018,SUE
1722,emil krafth,DEF,23,13,bologna,2018,SUE
1723,filip helander,DEF,25,4,bologna,2018,SUE
1724,gustav svensson,MED,31,13,seattle sounders,2018,SUE
1725,isaac kiese thelin,DEL,25,20,waasland-beveren,2018,SUE
1726,janne andersson,DT,,,,2018,SUE
1727,jimmy durmaz,MED,29,45,toulouse,2018,SUE
1728,john guidetti,DEL,26,20,alaves,2018,SUE
1729,karl-johan johnsson,POR,28,5,guingamp,2018,SUE
1730,kristoffer nordfeldt,POR,28,8,swansea city,2018,SUE
1731,ludwig augustinsson,DEF,24,15,werder bremen,2018,SUE
1732,marcus berg,DEL,31,57,al-ain,2018,SUE
1733,marcus rohden,MED,27,12,crotone,2018,SUE
1734,martin olsson,DEF,30,43,swansea city,2018,SUE
1735,mikael lustig,DEF,31,66,celtic,2018,SUE
1736,ola toivonen,DEL,31,59,toulouse,2018,SUE
1737,oscar hiljemark,MED,25,22,genoa,2018,SUE
1738,pontus jansson,DEF,27,15,leeds united,2018,SUE
1739,robin olsen,POR,28,18,fc copenhague,2018,SUE
1740,sebastian larsson,MED,33,100,hull city,2018,SUE
1741,victor lindelof,DEF,23,21,manchester united,2018,SUE
1742,viktor claesson,MED,26,22,krasnodar,2018,SUE
1743,admir mehmedi,DEL,,,friburgo,2014,SWZ
1744,albert bunjaku,DEL,26,,fc nuremberg,2010,SWZ
1745,alexander frei,DEL,30,73,fc basel,2010,SWZ
1746,benjamin huggel,MED,32,36,fc basel,2010,SWZ
1747,blaise nkufo,DEL,35,29,twente,2010,SWZ
1748,blerim džemaili,CEN,,,napoli,2014,SWZ
1748,blerim džemaili,MED,32,65,bologna,2018,SWZ
1749,breel embolo,DEL,21,25,fc schalke 04,2018,SWZ
1750,denis zakaria,MED,21,10,borussia monchengladbach,2018,SWZ
1751,diego benaglio,POR,26,25,wolfsburgo,2010,SWZ
1751,diego benaglio,POR,,,wolfsburgo,2014,SWZ
1752,eren derdiyok,DEL,21,19,bayer leverkusen,2010,SWZ
1753,fabian schar,DEF,,,basilea,2014,SWZ
1753,fabian schar,DEF,26,39,deportivo la coruña,2018,SWZ
1754,françois moubandje,DEF,27,18,toulouse,2018,SWZ
1755,gelson fernandes,MED,23,21,saint-etienne,2010,SWZ
1755,gelson fernandes,CEN,,,friburgo,2014,SWZ
1755,gelson fernandes,MED,31,67,eintracht frankfurt,2018,SWZ
1756,gokhan inler,MED,25,34,udinese,2010,SWZ
1757,gokhan i̇nler,CEN,,,napoli,2014,SWZ
1758,granit xhaka,DEL,,,borussia monchengladbach,2014,SWZ
1758,granit xhaka,MED,25,62,arsenal,2018,SWZ
1759,hakan yakın,DEL,33,80,fc luzern,2010,SWZ
1760,haris seferović,DEL,,,real sociedad,2014,SWZ
1760,haris seferović,DEL,26,51,benfica,2018,SWZ
1761,johan djourou,DEF,,,hamburgo,2014,SWZ
1761,johan djourou,DEF,31,74,antalyaspor,2018,SWZ
1762,johnny leoni,POR,25,0,fc zurich,2010,SWZ
1763,josip drmić,DEL,,,nuremberg,2014,SWZ
1763,josip drmić,DEL,25,29,borussia monchengladbach,2018,SWZ
1764,ludovic magnin,DEF,31,61,fc zurich,2010,SWZ
1765,manuel akanji,DEF,22,7,borussia dortmund,2018,SWZ
1766,marco padalino,MED,26,7,sampdoria,2010,SWZ
1767,marco wolfli,POR,27,4,young boys,2010,SWZ
1768,mario eggimann,DEF,29,8,hannover 96,2010,SWZ
1769,mario gavranović,DEL,,,zurich,2014,SWZ
1769,mario gavranović,DEL,28,14,dinamo zagreb,2018,SWZ
1770,michael lang,DEF,,,grasshopper,2014,SWZ
1770,michael lang,DEF,27,24,fc basilea,2018,SWZ
1771,nico elvedi,DEF,21,6,borussia monchengladbach,2018,SWZ
1772,ottmar hitzfeld,DT,,,,2014,SWZ
1773,philippe senderos,DEF,25,38,arsenal,2010,SWZ
1773,philippe senderos,DEF,,,valencia,2014,SWZ
1774,pirmin schwegler,MED,23,3,eintracht frankfurt,2010,SWZ
1775,remo freuler,MED,26,10,atalanta,2018,SWZ
1776,reto ziegler,DEF,24,10,sampdoria,2010,SWZ
1776,reto ziegler,DEF,,,sassuolo,2014,SWZ
1777,ricardo rodriguez,DEF,,,wolfsburgo,2014,SWZ
1777,ricardo rodriguez,DEF,25,53,ac milan,2018,SWZ
1778,roman burki,POR,,,grasshopper,2014,SWZ
1778,roman burki,POR,27,9,borussia dortmund,2018,SWZ
1779,stephan lichtsteiner,DEF,26,26,lazio,2010,SWZ
1779,stephan lichtsteiner,DEF,,,juventus,2014,SWZ
1779,stephan lichtsteiner,DEF,34,100,arsenal,2018,SWZ
1780,stephane grichting,DEF,31,33,auxerre,2010,SWZ
1781,steve von bergen,DEF,26,10,hertha de berlin,2010,SWZ
1781,steve von bergen,DEF,,,young boys,2014,SWZ
1782,steven zuber,MED,26,12,tsg hoffenheim,2018,SWZ
1783,tranquillo barnetta,MED,28,50,bayer leverkusen,2010,SWZ
1783,tranquillo barnetta,CEN,,,eintracht frankfurt,2014,SWZ
1784,valentin stocker,CEN,,,basilea,2014,SWZ
1785,valon behrami,MED,25,26,west ham united,2010,SWZ
1785,valon behrami,CEN,,,napoli,2014,SWZ
1785,valon behrami,MED,33,79,udinese,2018,SWZ
1786,vladimir petković,DT,,,,2018,SWZ
1787,xherdan shaqiri,DEL,18,1,fc basel,2010,SWZ
1787,xherdan shaqiri,CEN,,,bayern de munich,2014,SWZ
1787,xherdan shaqiri,MED,26,70,stoke city,2018,SWZ
1788,yann sommer,POR,,,basilea,2014,SWZ
1788,yann sommer,POR,29,35,borussia monchengladbach,2018,SWZ
1789,yvon mvogo,POR,24,0,rb leipzig,2018,SWZ
1790,ahmed khalil,DEL,23,3,club africain,2018,TNZ
1791,ali maaloul,DEF,28,46,al-ahly,2018,TNZ
1792,anice badri,MED,27,7,esperance de tunis,2018,TNZ
1793,aymen mathlouthi,POR,33,70,al-batin,2018,TNZ
1794,bassem srarfi,DEL,20,5,ogc nice,2018,TNZ
1795,dylan bronn,DEF,22,5,kaa gent,2018,TNZ
1796,ellyes skhiri,MED,23,5,montpellier,2018,TNZ
1797,fakhreddine ben youssef,DEL,26,39,al-ettifaq,2018,TNZ
1798,farouk ben mustapha,POR,28,15,al-shabab,2018,TNZ
1799,ferjani sassi,MED,26,39,al-nassr,2018,TNZ
1800,ghailene chaalali,DEL,24,6,esperance de tunis,2018,TNZ
1801,hamdi nagguez,DEF,25,15,zamalek,2018,TNZ
1802,mohamed amine ben amor,MED,27,26,al-ahli,2018,TNZ
1803,mouez hassen,POR,23,3,chateauroux,2018,TNZ
1804,nabil maaloul,DT,,,,2018,TNZ
1805,naim sliti,DEL,25,17,dijon fco,2018,TNZ
1806,oussama haddadi,DEF,26,9,dijon fco,2018,TNZ
1807,rami bedoui,DEF,28,8,etoile du sahel,2018,TNZ
1808,saber khalifa,DEL,31,44,club africain,2018,TNZ
1809,saif-eddine khaoui,DEL,23,5,troyes,2018,TNZ
1810,syam ben youssef,DEF,29,42,kasimpasa,2018,TNZ
1811,wahbi khazri,DEL,27,35,rennes,2018,TNZ
1812,yassine meriah,DEF,24,16,cs sfaxien,2018,TNZ
1813,yohan benalouane,DEF,31,4,leicester city,2018,TNZ
1814,abel hernandez,DEL,23,13,uc palermo,2014,URU
1815,alvaro fernandez,MED,24,7,universidad de chile,2010,URU
1816,alvaro gonzalez,CEN,29,44,ss lazio,2014,URU
1817,alvaro pereira,MED,25,15,porto,2010,URU
1817,alvaro pereira,CEN,28,57,são paulo,2014,URU
1818,andres scotti,DEF,34,26,colo-colo,2010,URU
1819,carlos sanchez,MED,33,36,monterrey,2018,URU
1820,christian stuani,DEL,27,11,rcd español,2014,URU
1820,christian stuani,DEL,31,41,girona,2018,URU
1821,cristian rodriguez,CEN,28,74,atletico de madrid,2014,URU
1821,cristian rodriguez,MED,32,105,peñarol,2018,URU
1822,diego forlan,DEL,31,62,atletico de madrid,2010,URU
1822,diego forlan,DEL,35,111,cerezo osaka,2014,URU
1823,diego godin,DEF,24,38,villarreal,2010,URU
1823,diego godin,DEF,28,77,atletico de madrid,2014,URU
1823,diego godin,DEF,32,116,atletico de madrid,2018,URU
1824,diego laxalt,MED,25,6,genoa,2018,URU
1825,diego lugano,DEF,29,42,fenerbahçe,2010,URU
1825,diego lugano,DEF,33,94,west bromwich albion,2014,URU
1826,diego perez,MED,30,50,monaco,2010,URU
1826,diego perez,CEN,34,89,bologna,2014,URU
1827,edinson cavani,DEL,23,14,palermo,2010,URU
1827,edinson cavani,DEL,27,63,paris saint-germain,2014,URU
1827,edinson cavani,DEL,31,101,paris saint-germain,2018,URU
1828,egidio arevalo rios,MED,28,6,peñarol,2010,URU
1828,egidio arevalo rios,CEN,32,56,monarcas morelia,2014,URU
1829,fernando muslera,POR,23,6,lazio,2010,URU
1829,fernando muslera,POR,27,59,galatasaray,2014,URU
1829,fernando muslera,POR,32,97,galatasaray,2018,URU
1830,gaston ramirez,CEN,23,29,southampton fc,2014,URU
1831,gaston silva,DEF,24,17,independiente,2018,URU
1832,giorgian de arrascaeta,MED,24,14,cruzeiro,2018,URU
1833,guillermo varela,DEF,25,3,peñarol,2018,URU
1834,ignacio gonzalez,MED,28,17,valencia,2010,URU
1835,jonathan urretaviscaya,MED,28,4,monterrey,2018,URU
1836,jorge fucile,DEF,25,24,fc porto,2010,URU
1836,jorge fucile,DEF,29,42,fc porto,2014,URU
1837,jose gimenez,DEF,23,42,atletico de madrid,2018,URU
1838,jose maria gimenez,DEF,19,6,atletico de madrid,2014,URU
1839,juan castillo,POR,32,11,deportivo cali,2010,URU
1840,lucas torreira,MED,22,3,sampdoria,2018,URU
1841,luis suarez,DEL,23,30,ajax amsterdam,2010,URU
1841,luis suarez,DEL,27,77,liverpool,2014,URU
1841,luis suarez,DEL,31,98,barcelona,2018,URU
1842,martin caceres,DEF,23,19,barcelona,2010,URU
1842,martin caceres,DEF,27,58,juventus,2014,URU
1842,martin caceres,DEF,31,76,lazio,2018,URU
1843,martin campaña,POR,29,1,independiente,2018,URU
1844,martin silva,POR,27,1,def sporting,2010,URU
1844,martin silva,POR,31,4,vasco da gama,2014,URU
1844,martin silva,POR,35,11,vasco da gama,2018,URU
1845,matias vecino,MED,26,22,inter de milan,2018,URU
1846,mauricio victorino,DEF,27,4,universidad de chile,2010,URU
1847,maxi gomez,DEL,21,5,celta de vigo,2018,URU
1848,maximiliano pereira,DEF,26,37,benfica,2010,URU
1848,maximiliano pereira,DEF,30,91,sl benfica,2014,URU
1848,maximiliano pereira,DEF,34,125,porto,2018,URU
1849,nahitan nandez,MED,22,12,boca juniors,2018,URU
1850,nicolas lodeiro,MED,21,4,ajax amsterdam,2010,URU
1850,nicolas lodeiro,CEN,25,27,botafogo,2014,URU
1851,oscar washington tabarez,DT,,,,2010,URU
1851,oscar washington tabarez,DT,,,,2014,URU
1851,oscar washington tabarez,DT,,,,2018,URU
1852,rodrigo bentancur,MED,20,7,juventus,2018,URU
1853,rodrigo muñoz,POR,32,0,libertad,2014,URU
1854,sebastian abreu,DEL,33,56,botafogo,2010,URU
1855,sebastian coates,DEF,23,15,nacional,2014,URU
1855,sebastian coates,DEF,27,30,sporting de lisboa,2018,URU
1856,sebastian eguren,MED,29,27,aik,2010,URU
1857,sebastian fernandez,DEL,25,6,banfield,2010,URU
1858,walter gargano,MED,25,28,napoli,2010,URU
1858,walter gargano,CEN,29,63,parma fc,2014,URU
1859,alejandro bedoya,CEN,27,,nantes,2014,USA
1860,aron johannsson,DEL,23,,az,2014,USA
1861,benny feilhaber,MED,25,32,agf aarhus,2010,USA
1862,bob bradley,DT,,,,2010,USA
1863,brad davis,CEN,32,,houston dynamo,2014,USA
1864,brad guzan,POR,25,16,aston villa,2010,USA
1864,brad guzan,POR,29,,aston villa,2014,USA
1865,carlos bocanegra,DEF,31,79,stade rennais,2010,USA
1866,clarence goodson,DEF,28,14,ik start,2010,USA
1867,clint dempsey,MED,27,62,fulham,2010,USA
1867,clint dempsey,DEL,31,,seattle sounders,2014,USA
1868,damarcus beasley,MED,28,92,rangers fc,2010,USA
1868,damarcus beasley,DEF,32,,houston dynamo,2014,USA
1869,deandre yedlin,DEF,20,,seattle sounders,2014,USA
1870,edson buddle,DEL,29,1,los angeles galaxy,2010,USA
1871,fabian johnson,DEF,26,,borussia monchengladbach,2014,USA
1872,francisco torres,MED,22,10,pachuca cf,2010,USA
1873,geoff cameron,DEF,28,,stoke city,2014,USA
1874,graham zusi,CEN,27,,sporting kansas city,2014,USA
1875,herculez gomez,DEL,28,4,puebla cf,2010,USA
1876,jay demerit,DEF,30,19,watford fc,2010,USA
1877,jermaine jones,CEN,32,,beşiktaş,2014,USA
1878,john brooks,DEF,21,,hertha berlin,2014,USA
1879,jonathan bornstein,DEF,25,32,chivas usa,2010,USA
1880,jonathan spector,DEF,24,25,west ham,2010,USA
1881,jozy altidore,DEL,20,9,hull city,2010,USA
1881,jozy altidore,DEL,24,,sunderland,2014,USA
1882,julian green,CEN,19,,bayern munich,2014,USA
1883,jurgen klinsmann,DT,,,,2014,USA
1884,kyle beckerman,CEN,32,,real salt lake,2014,USA
1885,landon donovan,DEL,28,112,los angeles galaxy,2010,USA
1886,marcus hahnemann,POR,37,8,wolverhampton wanderers,2010,USA
1887,maurice edu,MED,24,13,rangers fc,2010,USA
1888,michael bradley,MED,22,43,borussia monchengladbach,2010,USA
1888,michael bradley,CEN,26,,toronto,2014,USA
1889,mikkel diskerud,CEN,23,,rosenborg bk,2014,USA
1890,nick rimando,POR,34,,real salt lake,2014,USA
1891,oguchi onyewu,DEF,28,54,a.c. milan,2010,USA
1891,oguchi onyewu,DEF,32,,a.c. milan,2014,USA
1892,omar gonzalez,DEF,25,,los angeles galaxy,2014,USA
1893,ricardo clark,MED,27,29,eintracht frankfurt,2010,USA
1894,robbie findley,DEL,24,6,real salt lake,2010,USA
1894,robbie findley,DEL,31,,liverpool f.c.,2014,USA
1895,steve cherundolo,DEF,31,60,hannover 96,2010,USA
1896,stuart holden,MED,24,14,bolton wanderers,2010,USA
1897,tim chandler,DEF,24,,eintracht frankfurt,2014,USA
1898,tim howard,POR,31,51,everton fc,2010,USA
1898,tim howard,POR,35,,everton,2014,USA
1899,alexander kerzhakov,DEL,32,11,zenit,2014,RUS
1900,alexander kokorin,DEL,23,9,dinamo moscu,2014,RUS
390,jose pekerman,DT,,,,2018,COL
421,jorge luis pinto,DT,,,,2014,CRC
677,raymond domenech,DT,,,,2010,FRA
1901,fabio capello,DT,,,,2014,RUS
1582,huh jung-moo,DT,,,,2010,SOK
1772,ottmar hitzfeld,DT,,,,2010,SWZ
